,0,1,2,3,4,5,6,7,8,9,10
40,Alana,Moraes,42,466293.91,Credito,2019-04-23 09:23:00,666446,Alana Moraes,1989-05-28 14:04:00,6,1989-04-28 14:04:00
41,Alana,Freitas,95,950264.67,Debito,2005-05-20 12:15:00,909743,Alana Freitas,1955-11-17 16:53:00,6,1955-10-17 16:53:00
42,Alana,Freitas,95,487775.50,Debito,2019-10-04 14:32:00,830331,Alana Freitas,1974-04-23 12:40:00,4,1974-03-23 12:40:00
43,Alana,Fernandes,69,119544.52,Credito,2006-12-03 10:49:00,911637,Alana Fernandes,1966-02-20 15:12:00,4,1966-01-20 15:12:00
44,Alana,Ramos,67,310838.18,Debito,2022-11-28 11:53:00,253012,Alana Ramos,1995-03-20 12:20:00,8,1995-02-20 12:20:00
45,Alana,Barbosa,24,842683.34,Debito,2005-07-26 16:18:00,420618,Alana Barbosa,1995-07-27 13:35:00,9,1995-06-27 13:35:00
46,Alana,Costa,55,5556.44,Credito,2014-10-11 09:46:00,83283,Alana Costa,1951-02-07 16:41:00,9,1951-01-07 16:41:00
47,Alana,Alves,53,571185.90,Credito,2007-03-23 09:57:00,69586,Alana Alves,1970-08-10 13:28:00,6,1970-07-10 13:28:00
48,Alana,Rocha,79,219432.12,Credito,2022-04-24 10:44:00,600035,Alana Rocha,1988-08-06 10:46:00,1,1988-07-06 10:46:00
49,Alana,Mendes,98,637486.99,Credito,2007-11-04 13:40:00,435459,Alana Mendes,1964-09-16 14:52:00,2,1964-08-16 14:52:00
50,Alana,Farias,80,461245.73,Credito,2018-12-12 09:33:00,160220,Alana Farias,1997-07-20 15:07:00,8,1997-06-20 15:07:00
51,Alana,Cunha,26,764433.97,Credito,2022-09-15 14:23:00,520374,Alana Cunha,2017-05-05 12:11:00,2,2017-04-05 12:11:00
52,Alana,Cavalcanti,60,261492.22,Debito,2017-06-05 13:35:00,881972,Alana Cavalcanti,1964-10-09 13:02:00,5,1964-09-09 13:02:00
53,Alana,Cavalcanti,60,733800.23,Debito,2008-06-06 10:49:00,991799,Alana Cavalcanti,1953-01-03 16:31:00,4,1952-12-03 16:31:00
54,Alana,Castro,88,444112.88,Credito,2021-02-10 13:58:00,581400,Alana Castro,1999-01-30 14:58:00,1,1998-12-30 14:58:00
55,Alana,Neves,28,123414.53,Debito,2020-01-12 13:23:00,914218,Alana Neves,1967-04-29 11:49:00,5,1967-03-29 11:49:00
56,Alana,Neves,28,789510.80,Credito,2015-04-29 11:58:00,303857,Alana Neves,2018-12-09 09:05:00,3,2018-11-09 09:05:00
57,Alana,Castro,51,130566.48,Credito,2019-03-18 10:21:00,633104,Alana Castro,2022-06-11 11:42:00,3,2022-05-11 11:42:00
58,Alexandre,Farias,77,862897.34,Debito,2008-12-14 13:45:00,747788,Alexandre Farias,2005-08-15 13:20:00,5,2005-07-15 13:20:00
59,Alexandre,Novaes,37,320022.94,Debito,2017-11-14 12:57:00,656930,Alexandre Novaes,1959-11-23 13:40:00,6,1959-10-23 13:40:00
60,Alexandre,Nunes,45,472205.41,Debito,2016-03-26 14:41:00,135286,Alexandre Nunes,2016-06-02 14:02:00,7,2016-05-02 14:02:00
61,Alexandre,Peixoto,26,812725.66,Debito,2010-07-22 14:12:00,893313,Alexandre Peixoto,2005-03-27 10:15:00,7,2005-02-27 10:15:00
62,Alexandre,Peixoto,26,257354.58,Debito,2016-09-11 09:20:00,470210,Alexandre Peixoto,2003-01-28 13:16:00,5,2002-12-28 13:16:00
63,Alexandre,Nunes,45,64823.58,Debito,2009-09-17 13:07:00,485632,Alexandre Nunes,1963-02-06 16:18:00,7,1963-01-06 16:18:00
64,Alexandre,Gonçalves,82,664630.17,Debito,2007-11-19 14:44:00,537829,Alexandre Gonçalves,1972-03-27 12:46:00,4,1972-02-27 12:46:00
65,Alexandre,Rocha,18,894400.12,Credito,2009-04-26 16:11:00,457571,Alexandre Rocha,1988-06-12 09:32:00,9,1988-05-12 09:32:00
66,Alexandre,Ramos,85,532792.93,Credito,2009-03-13 14:05:00,532545,Alexandre Ramos,2006-06-11 10:55:00,9,2006-05-11 10:55:00
67,Alexandre,Silveira,66,799329.48,Credito,2016-03-25 13:04:00,378359,Alexandre Silveira,2021-04-03 15:08:00,6,2021-03-03 15:08:00
68,Alexandre,Moura,60,846916.37,Debito,2010-05-17 14:50:00,949995,Alexandre Moura,1983-05-11 10:01:00,1,1983-04-11 10:01:00
69,Alexandre,Moura,60,992828.57,Credito,2006-02-14 09:30:00,549145,Alexandre Moura,2009-12-01 14:33:00,6,2009-11-01 14:33:00
70,Alexandre,Teixeira,55,153588.39,Credito,2013-06-30 13:16:00,737390,Alexandre Teixeira,1993-05-04 13:11:00,6,1993-04-04 13:11:00
71,Alexandre,Santos,63,585031.51,Credito,2015-06-26 12:01:00,530009,Alexandre Santos,1993-09-13 12:07:00,5,1993-08-13 12:07:00
72,Alexandre,Rodrigues,54,286771.54,Debito,2013-05-01 12:03:00,378135,Alexandre Rodrigues,1963-04-30 13:09:00,5,1963-03-30 13:09:00
73,Alexandre,Rodrigues,37,540046.53,Debito,2005-11-06 13:30:00,924163,Alexandre Rodrigues,2020-11-10 11:52:00,8,2020-10-10 11:52:00
74,Alexandre,Cunha,69,613226.20,Debito,2010-04-05 12:54:00,398851,Alexandre Cunha,2013-05-29 10:31:00,6,2013-04-29 10:31:00
75,Alexandre,Peixoto,59,631799.23,Debito,2015-04-01 11:05:00,11226,Alexandre Peixoto,1955-10-26 11:44:00,9,1955-09-26 11:44:00
76,Alexandre,Fogaça,86,872173.49,Debito,2013-01-16 09:33:00,831502,Alexandre Fogaça,2016-11-21 10:24:00,1,2016-10-21 10:24:00
77,Alexandre,Peixoto,59,515877.20,Debito,2020-11-29 16:22:00,952288,Alexandre Peixoto,1993-07-03 10:40:00,6,1993-06-03 10:40:00
78,Alexandre,Dias,77,961520.83,Debito,2020-12-01 14:59:00,451197,Alexandre Dias,2000-10-21 14:21:00,6,2000-09-21 14:21:00
79,Alexandre,Rodrigues,54,506886.35,Debito,2007-03-27 12:46:00,34050,Alexandre Rodrigues,1957-11-26 13:58:00,1,1957-10-26 13:58:00
80,Alexandre,Cardoso,47,990499.37,Credito,2022-11-04 13:44:00,233775,Alexandre Cardoso,1999-02-18 11:58:00,3,1999-01-18 11:58:00
81,Alexandre,Teixeira,55,421705.68,Debito,2008-02-08 12:43:00,754165,Alexandre Teixeira,1985-02-26 16:00:00,8,1985-01-26 16:00:00
82,Alexandre,Dias,77,191470.77,Debito,2018-03-13 11:48:00,7833,Alexandre Dias,2015-02-08 13:01:00,1,2015-01-08 13:01:00
83,Alexandre,Cardoso,47,722528.57,Credito,2013-10-24 11:54:00,660334,Alexandre Cardoso,1967-10-10 16:42:00,7,1967-09-10 16:42:00
84,Alexandre,Oliveira,67,95353.96,Credito,2016-01-13 14:25:00,18794,Alexandre Oliveira,2008-12-14 16:46:00,5,2008-11-14 16:46:00
85,Alexandre,Nogueira,25,616357.22,Credito,2020-05-12 11:32:00,525315,Alexandre Nogueira,1975-06-26 15:51:00,5,1975-05-26 15:51:00
86,Alexandre,Nogueira,25,324970.45,Debito,2012-08-28 15:43:00,925227,Alexandre Nogueira,1968-06-28 11:34:00,1,1968-05-28 11:34:00
87,Alexandre,Monteiro,57,4315.54,Debito,2019-07-26 10:38:00,351408,Alexandre Monteiro,1991-03-28 14:16:00,5,1991-02-28 14:16:00
88,Alexandre,Pereira,47,477801.95,Debito,2015-09-27 10:20:00,969339,Alexandre Pereira,1975-03-28 10:14:00,4,1975-02-28 10:14:00
89,Alexandre,Cunha,69,466283.70,Credito,2012-05-06 12:44:00,23211,Alexandre Cunha,1988-01-30 10:10:00,8,1987-12-30 10:10:00
90,Alexandre,Pires,92,8193.26,Credito,2015-09-19 13:24:00,712069,Alexandre Pires,2003-05-03 09:07:00,1,2003-04-03 09:07:00
91,Alexandre,Conceição,21,376950.07,Credito,2012-02-22 16:30:00,366083,Alexandre Conceição,1961-06-20 14:01:00,7,1961-05-20 14:01:00
92,Alexandre,Araújo,97,469924.43,Credito,2011-09-11 14:38:00,882581,Alexandre Araújo,1973-10-25 13:55:00,1,1973-09-25 13:55:00
93,Alexandre,Gonçalves,82,503934.56,Debito,2006-12-30 13:43:00,208189,Alexandre Gonçalves,1982-03-08 15:14:00,9,1982-02-08 15:14:00
94,Alexia,Vieira,35,278416.06,Credito,2009-10-12 11:14:00,45072,Alexia Vieira,1996-09-23 13:59:00,2,1996-08-23 13:59:00
95,Alexia,Correia,19,170333.13,Debito,2008-02-16 13:28:00,61264,Alexia Correia,1974-10-11 10:56:00,7,1974-09-11 10:56:00
96,Alexia,Correia,19,496890.05,Debito,2012-08-08 16:53:00,232775,Alexia Correia,2009-12-05 12:18:00,9,2009-11-05 12:18:00
97,Alexia,Martins,53,381926.39,Debito,2011-02-08 09:17:00,100156,Alexia Martins,1992-12-08 16:27:00,5,1992-11-08 16:27:00
98,Alexia,Araújo,93,509716.16,Credito,2006-07-30 14:21:00,620440,Alexia Araújo,1954-08-08 13:48:00,9,1954-07-08 13:48:00
99,Alexia,Duarte,22,158897.55,Debito,2013-04-14 09:59:00,137091,Alexia Duarte,1981-12-12 15:36:00,3,1981-11-12 15:36:00
100,Alexia,Duarte,22,74375.66,Credito,2010-04-21 14:02:00,55301,Alexia Duarte,1998-03-20 09:01:00,7,1998-02-20 09:01:00
101,Alexia,Paz,84,138635.69,Debito,2008-10-06 11:40:00,817042,Alexia Paz,2000-11-18 10:41:00,3,2000-10-18 10:41:00
102,Alexia,Paz,84,31109.10,Credito,2015-07-21 09:28:00,602396,Alexia Paz,1978-01-27 15:25:00,1,1977-12-27 15:25:00
103,Alexia,Martins,18,6004.27,Credito,2009-11-02 16:47:00,84644,Alexia Martins,1990-09-24 13:02:00,2,1990-08-24 13:02:00
104,Alexia,Martins,18,835092.23,Debito,2014-04-21 10:54:00,937074,Alexia Martins,1979-07-27 16:28:00,1,1979-06-27 16:28:00
105,Alexia,Nunes,21,303869.05,Debito,2010-06-26 15:40:00,753363,Alexia Nunes,1995-09-20 13:16:00,4,1995-08-20 13:16:00
106,Alexia,Nunes,21,374569.87,Debito,2019-06-21 13:46:00,733369,Alexia Nunes,2014-08-12 09:21:00,9,2014-07-12 09:21:00
107,Alexia,Viana,49,583001.97,Debito,2021-01-18 13:19:00,879105,Alexia Viana,2003-08-10 09:03:00,8,2003-07-10 09:03:00
108,Alexia,Rezende,30,345344.94,Debito,2015-11-22 14:47:00,582357,Alexia Rezende,1952-01-03 11:51:00,2,1951-12-03 11:51:00
109,Alexia,Rezende,30,800892.83,Debito,2007-12-01 09:11:00,500051,Alexia Rezende,1972-11-09 12:36:00,1,1972-10-09 12:36:00
110,Alexia,Caldeira,50,162137.16,Debito,2005-04-11 13:57:00,666209,Alexia Caldeira,2018-09-02 16:07:00,1,2018-08-02 16:07:00
111,Alexia,Lopes,92,159497.20,Credito,2007-05-16 09:35:00,342926,Alexia Lopes,2017-07-03 11:46:00,7,2017-06-03 11:46:00
112,Alexia,Lopes,92,187440.67,Debito,2008-01-22 16:16:00,987109,Alexia Lopes,2019-01-09 09:32:00,8,2018-12-09 09:32:00
113,Alexia,Cardoso,56,326411.82,Credito,2020-01-10 12:34:00,390262,Alexia Cardoso,1974-09-12 11:59:00,9,1974-08-12 11:59:00
114,Alexia,Correia,83,130837.67,Debito,2009-04-01 14:50:00,438047,Alexia Correia,1959-08-14 09:18:00,6,1959-07-14 09:18:00
115,Alice,Moraes,87,803122.54,Credito,2011-02-25 13:29:00,575762,Alice Moraes,1972-06-12 16:44:00,3,1972-05-12 16:44:00
116,Alice,Luz,96,970925.35,Debito,2015-08-01 14:55:00,295419,Alice Luz,1962-05-28 15:11:00,4,1962-04-28 15:11:00
117,Alice,Luz,96,808858.94,Credito,2008-05-17 13:23:00,261165,Alice Luz,1995-11-21 10:16:00,1,1995-10-21 10:16:00
118,Alice,Moraes,87,777799.44,Debito,2022-05-02 09:05:00,627716,Alice Moraes,2003-12-29 14:26:00,8,2003-11-29 14:26:00
119,Alice,Farias,60,344175.26,Credito,2014-04-10 13:49:00,998872,Alice Farias,2006-10-30 10:16:00,9,2006-09-30 10:16:00
120,Alice,Carvalho,28,208215.01,Debito,2018-05-25 12:25:00,407177,Alice Carvalho,1989-04-08 10:25:00,2,1989-03-08 10:25:00
121,Alice,Cunha,79,307940.64,Credito,2019-04-14 09:56:00,886206,Alice Cunha,2017-12-22 11:13:00,4,2017-11-22 11:13:00
122,Alice,Alves,21,941640.07,Credito,2018-02-13 16:08:00,216715,Alice Alves,1979-04-24 16:45:00,5,1979-03-24 16:45:00
123,Alice,Farias,60,545716.20,Credito,2006-01-24 12:44:00,395700,Alice Farias,1974-09-08 10:56:00,2,1974-08-08 10:56:00
124,Alice,Barbosa,80,332858.88,Credito,2022-09-18 16:10:00,241399,Alice Barbosa,1962-09-01 15:20:00,7,1962-08-01 15:20:00
125,Alice,Dias,57,139729.65,Debito,2010-08-02 11:06:00,364397,Alice Dias,1952-09-04 11:49:00,8,1952-08-04 11:49:00
126,Alice,Alves,27,676953.43,Credito,2022-05-21 11:43:00,693127,Alice Alves,1977-12-27 16:06:00,3,1977-11-27 16:06:00
127,Alice,Rocha,84,51971.67,Debito,2005-08-18 09:04:00,230734,Alice Rocha,1983-06-02 10:20:00,5,1983-05-02 10:20:00
128,Alice,Nunes,96,503515.11,Credito,2008-11-15 14:49:00,80880,Alice Nunes,1998-05-22 13:44:00,6,1998-04-22 13:44:00
129,Alice,Sales,45,859135.35,Credito,2019-08-28 14:11:00,850077,Alice Sales,1993-09-25 13:05:00,5,1993-08-25 13:05:00
130,Alice,Araújo,74,913044.80,Credito,2006-03-25 11:43:00,239559,Alice Araújo,1980-01-02 12:05:00,6,1979-12-02 12:05:00
131,Alice,Araújo,74,733522.96,Debito,2015-02-21 12:15:00,372076,Alice Araújo,2007-02-15 12:22:00,9,2007-01-15 12:22:00
132,Alice,Sales,45,577052.91,Debito,2019-04-10 11:35:00,646825,Alice Sales,1984-11-07 11:32:00,1,1984-10-07 11:32:00
133,Alice,Alves,21,726852.82,Debito,2005-12-22 11:38:00,647239,Alice Alves,2002-01-13 15:32:00,6,2001-12-13 15:32:00
134,Alice,Dias,57,407075.58,Debito,2020-08-09 10:08:00,778244,Alice Dias,2021-05-15 14:37:00,7,2021-04-15 14:37:00
135,Alice,Costa,39,429560.17,Debito,2008-02-11 10:54:00,690557,Alice Costa,2003-10-02 15:02:00,1,2003-09-02 15:02:00
136,Alice,Viana,26,459456.17,Debito,2016-01-08 11:26:00,380209,Alice Viana,1964-11-24 12:11:00,3,1964-10-24 12:11:00
137,Alice,Melo,28,521438.16,Debito,2016-07-27 13:24:00,362055,Alice Melo,1984-01-09 13:08:00,1,1983-12-09 13:08:00
138,Alice,Melo,28,108907.62,Debito,2021-04-21 16:47:00,102968,Alice Melo,1962-04-19 16:19:00,1,1962-03-19 16:19:00
139,Alice,Viana,26,100733.18,Debito,2022-06-13 11:13:00,211009,Alice Viana,1965-06-30 12:27:00,3,1965-05-30 12:27:00
140,Alice,Caldeira,65,745510.08,Debito,2005-02-26 09:21:00,184037,Alice Caldeira,1972-04-05 16:46:00,5,1972-03-05 16:46:00
141,Alice,Mota,92,101262.73,Debito,2020-05-02 15:10:00,776450,Alice Mota,1972-01-07 14:15:00,3,1971-12-07 14:15:00
142,Alice,Mota,92,994292.83,Credito,2006-04-01 11:00:00,64476,Alice Mota,1994-12-05 16:38:00,7,1994-11-05 16:38:00
143,Alice,Almeida,89,768131.37,Debito,2006-08-10 09:03:00,811521,Alice Almeida,1971-03-08 11:37:00,9,1971-02-08 11:37:00
144,Alice,Carvalho,30,308121.24,Credito,2013-02-26 13:33:00,155631,Alice Carvalho,2021-11-02 15:38:00,2,2021-10-02 15:38:00
145,Alice,Alves,22,161552.84,Debito,2013-02-02 12:01:00,329402,Alice Alves,1989-12-15 16:42:00,7,1989-11-15 16:42:00
146,Alice,Caldeira,65,970986.39,Credito,2008-04-22 09:55:00,211096,Alice Caldeira,1966-12-03 11:42:00,9,1966-11-03 11:42:00
147,Alice,Alves,27,172582.82,Debito,2019-01-03 16:50:00,351063,Alice Alves,1996-07-17 16:04:00,8,1996-06-17 16:04:00
148,Alice,Carvalho,28,135007.30,Credito,2007-03-29 10:58:00,398645,Alice Carvalho,2016-07-13 09:15:00,9,2016-06-13 09:15:00
149,Alice,Pires,50,954886.39,Debito,2007-05-15 10:12:00,242142,Alice Pires,1986-06-14 11:31:00,3,1986-05-14 11:31:00
150,Alice,Caldeira,23,750961.71,Credito,2011-08-22 12:24:00,302585,Alice Caldeira,1988-09-08 15:45:00,5,1988-08-08 15:45:00
151,Alice,Azevedo,41,597754.08,Debito,2016-10-17 10:21:00,255510,Alice Azevedo,1960-01-23 11:37:00,1,1959-12-23 11:37:00
152,Alice,Farias,40,921278.19,Debito,2021-08-16 11:07:00,221311,Alice Farias,1961-06-05 11:09:00,4,1961-05-05 11:09:00
153,Alice,Caldeira,23,18798.16,Debito,2007-10-02 11:02:00,818007,Alice Caldeira,2007-09-06 09:28:00,7,2007-08-06 09:28:00
154,Alice,Nunes,96,988647.96,Credito,2014-04-26 10:10:00,553681,Alice Nunes,1959-10-21 12:53:00,1,1959-09-21 12:53:00
155,Alícia,Paz,33,325196.69,Credito,2021-12-13 10:00:00,339136,Alícia Paz,2008-09-03 09:02:00,3,2008-08-03 09:02:00
156,Alícia,Paz,33,511208.35,Credito,2016-07-18 14:56:00,652772,Alícia Paz,2012-10-01 09:47:00,5,2012-09-01 09:47:00
157,Alícia,Ferreira,82,997354.71,Debito,2016-06-04 09:10:00,146330,Alícia Ferreira,2017-04-30 12:03:00,4,2017-03-30 12:03:00
158,Alícia,Luz,62,354593.94,Credito,2005-08-22 15:55:00,760570,Alícia Luz,1993-09-24 16:04:00,8,1993-08-24 16:04:00
159,Alícia,Mota,41,191238.15,Credito,2020-01-21 16:25:00,678249,Alícia Mota,1985-07-04 10:54:00,4,1985-06-04 10:54:00
160,Alícia,Vieira,47,494698.56,Debito,2013-09-06 10:58:00,873981,Alícia Vieira,1985-05-23 14:39:00,9,1985-04-23 14:39:00
161,Alícia,Vieira,47,201943.75,Debito,2012-09-09 12:09:00,495262,Alícia Vieira,2009-07-18 10:18:00,5,2009-06-18 10:18:00
162,Alícia,Alves,51,210882.00,Credito,2010-07-10 10:35:00,279211,Alícia Alves,1988-03-20 15:09:00,5,1988-02-20 15:09:00
163,Alícia,Correia,70,322694.17,Credito,2012-11-27 09:57:00,132778,Alícia Correia,1970-01-24 14:21:00,9,1969-12-24 14:21:00
164,Alícia,Correia,70,497202.69,Credito,2015-02-12 12:56:00,839394,Alícia Correia,2017-05-21 15:02:00,3,2017-04-21 15:02:00
165,Alícia,Ferreira,82,494249.52,Debito,2005-02-28 11:57:00,304819,Alícia Ferreira,2009-07-16 09:37:00,1,2009-06-16 09:37:00
166,Alícia,Peixoto,40,91321.43,Debito,2012-01-15 11:53:00,475747,Alícia Peixoto,1965-10-29 10:54:00,1,1965-09-29 10:54:00
167,Alícia,Peixoto,40,652444.06,Credito,2021-01-03 10:31:00,617920,Alícia Peixoto,2010-02-10 12:03:00,4,2010-01-10 12:03:00
168,Alícia,Jesus,72,589516.65,Credito,2008-05-22 11:01:00,936397,Alícia Jesus,2013-02-16 12:44:00,3,2013-01-16 12:44:00
169,Alícia,Alves,44,958713.65,Credito,2014-06-16 10:59:00,975468,Alícia Alves,1955-05-08 16:02:00,7,1955-04-08 16:02:00
170,Alícia,Alves,44,113372.75,Debito,2013-03-20 09:58:00,61129,Alícia Alves,1984-02-21 15:52:00,8,1984-01-21 15:52:00
171,Alícia,Ribeiro,29,248272.95,Debito,2021-04-21 09:32:00,187580,Alícia Ribeiro,1982-12-21 15:54:00,7,1982-11-21 15:54:00
172,Alícia,Rocha,90,955898.19,Credito,2007-10-29 09:51:00,777870,Alícia Rocha,2008-07-04 15:55:00,8,2008-06-04 15:55:00
173,Alícia,Jesus,97,54164.25,Debito,2022-10-24 16:22:00,655535,Alícia Jesus,2017-06-09 12:16:00,6,2017-05-09 12:16:00
174,Alícia,Caldeira,36,408914.25,Credito,2020-03-25 16:43:00,754231,Alícia Caldeira,1983-06-08 11:47:00,1,1983-05-08 11:47:00
175,Alícia,Souza,87,886750.63,Credito,2015-02-11 10:20:00,714520,Alícia Souza,1963-07-09 15:24:00,9,1963-06-09 15:24:00
176,Alícia,Pinto,38,572379.02,Credito,2011-07-25 10:24:00,460158,Alícia Pinto,1997-02-03 13:00:00,8,1997-01-03 13:00:00
177,Alícia,Pinto,38,54428.88,Debito,2016-12-27 10:05:00,50421,Alícia Pinto,2022-08-19 10:51:00,7,2022-07-19 10:51:00
178,Alícia,Silva,50,309585.94,Credito,2021-12-28 12:56:00,339690,Alícia Silva,1979-10-21 11:41:00,4,1979-09-21 11:41:00
179,Alícia,Nogueira,69,628286.22,Debito,2012-12-26 13:44:00,125352,Alícia Nogueira,2005-08-02 16:34:00,7,2005-07-02 16:34:00
180,Alícia,Nogueira,69,122652.89,Credito,2014-08-10 13:12:00,588115,Alícia Nogueira,1971-04-06 13:26:00,5,1971-03-06 13:26:00
181,Alícia,Duarte,64,162852.15,Credito,2022-11-05 14:45:00,66797,Alícia Duarte,1950-10-29 11:56:00,2,1950-09-29 11:56:00
182,Alícia,Duarte,64,2669.12,Debito,2021-08-12 13:56:00,996597,Alícia Duarte,1994-01-02 09:56:00,2,1993-12-02 09:56:00
183,Amanda,Lopes,60,74884.12,Credito,2019-12-16 14:23:00,613413,Amanda Lopes,1964-02-20 11:18:00,9,1964-01-20 11:18:00
